Start_Date,End_Date,IP_Address,Duration_seconds,ID,consent,certification_status,cert_status_other_text,education,education_diploma_type,education_other_text,age,sex,race_ethnic,race_ethnic_other_text,region,income,cost_0,cost_25,cost_50,cost_100,cost_200,cost_300,cost_400,cost_500,cost_600,cost_700,cost_800,cost_900,cost_1000,cost_1100,cost_1200,cost_1300,cost_1400,cost_1500,cost_1600,cost_1700,cost_1800,cost_1900,cost_2000,cost_2100,cost_2200,cost_2300,cost_2400,cost_2500,cost_2600,cost_2700,cost_2800,cost_2900,cost_3000,max_money,accrue_0_hours,accrue_25_hours,accrue_50_hours,accrue_100_hours,accrue_200_hours,accrue_300_hours,accrue_400_hours,accrue_500_hours,accrue_600_hours,accrue_700_hours,accrue_800_hours,accrue_900_hours,accrue_1000_hours,accrue_1100_hours,accrue_1200_hours,accrue_1300_hours,accrue_1400_hours,accrue_1500_hours,accrue_1600_hours,accrue_1700_hours,accrue_1800_hours,accrue_1900_hours,accrue_2000_hours,accrue_2100_hours,accrue_2200_hours,accrue_2300_hours,accrue_2400_hours,accrue_2500_hours,accrue_2600_hours,accrue_2700_hours,accrue_2800_hours,accrue_2900_hours,accrue_3000_hours,max_hours
10/18/19 1:26,10/18/19 1:31,82.59.176.226,299,R_3MKypeTv4s0zKNk,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"d)	35-39",Female,White,n/a,Central East,"$80,000 - $89,999",100,100,100,100,100,80,60,,25,10,9,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/19 7:02,10/18/19 7:06,129.100.43.104,252,R_2eQqQm7cIsWlwj0,"I consent, begin the study",BCBA-D,n/a,PhD,n/a,,"c)	30-34",Female,White,n/a,West,"$120,000 - $150,000",100,100,100,100,95,93,82,81,67,,39,28,16,12,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/19 8:17,10/18/19 8:20,174.115.82.155,179,R_C1SbnFW0MvMqWpr,"I consent, begin the study",None,n/a,Bachelor's,n/a,,"e)	40-49",Female,White,n/a,East,"$30,000 - $39,999",100,100,100,100,100,75,60,40,20,0,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,70,,30,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/19 12:07,10/18/19 12:14,67.70.83.247,412,R_ypRgpIyp0J4HNV7,"I consent, begin the study",None,n/a,Master's,n/a,,"e)	40-49",Female,White,n/a,Central West,"$70,000 - $79,999",100,100,100,100,75,50,50,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,19,100,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/19 16:50,10/18/19 16:57,24.150.61.47,392,R_1jW0z35jyMauB7n,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"b)	25-29",Female,White,n/a,West,"$40,000 - $59,999",100,100,100,100,100,67,56,37,16,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/19 19:58,10/18/19 17:14,65.95.42.109,76602,R_2aLGbAZEGHa1hRi,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"c)	30-34",Female,White,n/a,West,"$70,000 - $79,999",100,100,100,100,100,100,93,80,77,70,69,,,,,,,,,,,35,29,20,24,22,18,15,17,17,15,10,13,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/19 19:44,10/18/19 19:49,192.0.253.149,268,R_ODwJpw6mpBh6gnf,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"b)	25-29",Female,White,n/a,West,"$40,000 - $59,999",80,70,70,,30,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/19 12:58,10/19/19 13:03,99.230.37.3,295,R_1FbwlWlNhD5ETKC,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"e)	40-49",Female,White,n/a,Central East,"$150,000 - $200,000",100,100,100,100,100,100,100,100,100,100,100,100,100,90,90,90,90,90,80,80,80,80,80,80,70,70,70,70,70,70,70,70,70,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/19 22:36,10/19/19 22:40,69.157.146.25,264,R_3Em6vyBlpsMOWop,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"e)	40-49",Female,White,n/a,West,"$100,000 - $119,999",100,100,100,100,100,100,100,100,,,,,,,,50,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/19 6:08,10/20/19 6:10,99.235.19.36,167,R_9zezEBL3TtWxxYt,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"e)	40-49",Female,White,n/a,Central West,"$100,000 - $119,999",100,100,100,100,100,100,100,100,70,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/19 7:50,10/20/19 7:57,99.226.184.89,463,R_26wVW9HOcSqf3Vv,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"d)	35-39",Female,White,n/a,West,"$80,000 - $89,999",100,100,100,100,80,80,60,50,40,30,30,20,20,10,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/19 12:29,10/20/19 12:32,139.57.217.26,189,R_3MSTcbPp6CTZXH8,"I consent, begin the study",None,n/a,Master's,n/a,,"b)	25-29",Female,Other:,Middle Eastern (not Arab),Central East,"$40,000 - $59,999",100,100,100,100,100,90,45,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,70,55,45,30,20,20,15,0,,,,,,,,,,,,,,,,,,,,,
10/20/19 12:59,10/20/19 13:06,139.57.217.132,409,R_XNGSZsU31SORwyJ,"I consent, begin the study",Other,RBT,Master's,n/a,,"b)	25-29",Female,South Asian,n/a,Central West,"$20,000 - $29,999",100,100,100,100,100,100,100,80,70,60,,20,10,10,5,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/19 9:33,10/21/19 9:51,139.57.217.73,1079,R_3O95eJmD2lQgkd4,"I consent, begin the study",None,n/a,Master's,n/a,,"a)	18-24",Female,White,n/a,West,"$30,000 - $39,999",100,100,100,100,100,100,100,,28,9,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/19 16:37,10/21/19 10:48,135.0.117.213,65441,R_3IRUmLGJ59sxLzB,"I consent, begin the study",Other,RBT,Bachelor's,n/a,,"b)	25-29",Female,South Asian,n/a,Central West,"$30,000 - $39,999",100,100,100,100,75,,30,25,25,20,10,10,10,0,,,,,,,,,,,,,,,,,,,,,100,100,100,100,50,,,25,10,0,,,,,,,,,,,,,,,,,,,,,,,,
10/21/19 15:45,10/21/19 15:51,69.63.46.141,398,R_2Ed8fcX3KjSXciM,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"f)	50-59",Female,White,n/a,West,"$70,000 - $79,999",100,100,100,100,100,,39,25,25,14,12,9,12,6,8,4,2,2,2,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/19 16:38,10/23/19 14:24,45.61.102.81,596732,R_3Htyy29gQFLcmZJ,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"e)	40-49",Prefer not to answer,Prefer not to answer,n/a,Central East,prefer not to answer,100,100,100,98,69,31,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 14:20,10/23/19 14:28,72.142.84.165,484,R_uf9KJl25LjLTXGN,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"b)	25-29",Female,White,n/a,West,"$70,000 - $79,999",100,100,100,100,100,100,80,80,80,80,70,70,60,60,,,,,39,40,40,40,40,30,30,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 14:27,10/23/19 14:29,72.140.46.159,118,R_3h48ubdNtSqNjyj,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"d)	35-39",Male,South Asian,n/a,Central East,"$70,000 - $79,999",100,100,100,100,100,49,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 14:54,10/23/19 14:56,209.171.88.240,143,R_3nflCXDWBmSOBbJ,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"c)	30-34",Male,White,n/a,West,"$20,000 - $29,999",100,100,100,92,79,61,60,39,26,21,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 15:08,10/23/19 15:15,216.209.41.231,452,R_1ie1rh2xsBhHUBI,"I consent, begin the study",None,n/a,Bachelor's,n/a,,"a)	18-24",Female,White,n/a,West,"Less than $20,000",100,100,100,100,70,,36,18,17,9,9,8,2,0,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,80,70,70,70,60,60,,,40,40,2000
10/16/19 14:55,10/16/19 15:19,72.140.80.56,1419,R_2f9A1zfVnDFnkS6,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"d)	35-39",Male,White,n/a,West,"$60,000 - $69,999",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 16:08,10/23/19 16:16,209.171.88.223,488,R_2TuamwWuVwix0Ji,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"d)	35-39",Female,Chinese,n/a,Central East,"$60,000 - $69,999",100,100,100,100,90,85,85,85,85,80,80,75,70,70,70,70,70,65,65,65,60,60,60,58,56,52,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 16:49,10/23/19 16:55,99.238.72.47,343,R_2s07OkKslZobK89,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"e)	40-49",Female,White,n/a,Central East,"$90,000 - $99,999",100,100,100,100,100,100,,17,12,11,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/19 16:52,10/16/19 16:58,69.156.53.88,330,R_6VI5DZkmwCr2fWV,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"d)	35-39",Female,White,n/a,Central West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/19 17:15,10/16/19 17:15,108.170.147.237,41,R_3ZQPnV0YxaA36lb,"I consent, begin the study",,n/a,,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 17:41,10/23/19 17:47,184.148.82.101,388,R_Rfscz2QWZlLqNod,"I consent, begin the study",Other,"student under supervision, working toward a BCBA",Bachelor's,n/a,,"a)	18-24",Female,White,n/a,West,"$30,000 - $39,999",100,100,100,100,80,80,70,60,60,50,40,30,0,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,80,80,60,60,50,,30,30,10,0,,,,,,,,,,,
10/16/19 18:04,10/16/19 18:10,209.141.135.20,370,R_1ezwZSBu5ukosPi,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"c)	30-34",Female,Black,n/a,Central West,"$60,000 - $69,999",80,80,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/19 18:17,10/16/19 18:18,69.156.7.14,78,R_3NvPSgYlTQkNcBt,"I consent, begin the study",,n/a,,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 18:36,10/23/19 18:40,72.143.193.23,247,R_2zRUbRDeT8BguFE,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"d)	35-39",Female,White,n/a,Central East,"$80,000 - $89,999",100,100,99,99,85,49,36,25,18,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/19 18:51,10/16/19 18:53,72.143.194.120,118,R_Wppt3mgBVcdtFiV,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"c)	30-34",Female,White,n/a,West,"$60,000 - $69,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 19:32,10/23/19 19:35,99.253.133.125,189,R_2DMIwvBwrAJatkX,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"e)	40-49",Female,White,n/a,West,"$60,000 - $69,999",100,100,100,100,100,78,64,61,42,38,31,26,10,7,6,6,4,2,4,4,5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/19 19:43,10/16/19 19:47,74.14.151.6,246,R_2rvl5bOEeEotTlR,"I consent, begin the study",None,n/a,Bachelor's,n/a,,"b)	25-29",Female,White,n/a,Central West,"Less than $20,000",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 20:19,10/23/19 20:24,99.237.37.235,256,R_3E9VzTLEusr4S9t,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"d)	35-39",Female,Prefer not to answer,n/a,Central East,"$80,000 - $89,999",100,100,100,100,100,100,50,40,30,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/19 20:41,10/16/19 20:47,99.251.82.209,362,R_5tKtNIuY1qks9AB,"I consent, begin the study",BCBA,n/a,Other,n/a,EdD,"c)	30-34",Female,White,n/a,Central West,"$80,000 - $89,999",100,100,100,100,100,100,100,100,100,100,100,100,100,90,90,90,90,90,90,90,90,90,90,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/19 17:29,10/16/19 21:34,99.254.141.155,14695,R_3ITeCaUiyMdGgPp,"I consent, begin the study",None,n/a,Master's,n/a,,"c)	30-34",Female,White,n/a,Central West,"$30,000 - $39,999",100,100,100,,25,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 21:56,10/23/19 22:00,72.39.169.245,259,R_oXZEXsNIX1kblXX,"I consent, begin the study",Other,RBT,Bachelor's,n/a,,"b)	25-29",Female,White,n/a,West,"$40,000 - $59,999",100,100,100,100,100,,36,29,18,0,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,100,0,,,,,,,,,
10/23/19 22:10,10/23/19 22:12,198.48.178.171,112,R_UtKOztShzV0Hvtn,"I consent, begin the study",BCBA,n/a,PhD,n/a,,"e)	40-49",Female,White,n/a,West,"$30,000 - $39,999",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 22:40,10/23/19 22:45,99.232.97.236,312,R_1DzECtC1jCyngUZ,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"c)	30-34",Female,Prefer not to answer,n/a,Central East,"$70,000 - $79,999",100,100,100,100,65,55,50,30,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/19 5:53,10/24/19 6:06,65.110.221.138,786,R_1PTw4XB8moqqdT6,"I consent, begin the study",None,n/a,Master's,n/a,,"d)	35-39",Female,White,n/a,West,"$40,000 - $59,999",100,100,100,100,100,80,80,80,81,80,85,80,70,70,70,70,80,75,100,70,70,70,70,71,70,75,70,70,70,70,70,70,70,1000,100,100,100,100,70,70,70,81,80,80,80,80,80,75,75,74,75,76,,75,75,75,75,75,75,75,75,75,75,75,70,60,,200
10/24/19 11:09,10/24/19 11:14,99.250.161.206,308,R_3iU7oBMvM2rnuG0,"I consent, begin the study",BCBA,n/a,PhD,n/a,,"d)	35-39",Female,Prefer not to answer,n/a,West,"$90,000 - $99,999",100,100,100,100,100,100,100,100,90,80,,30,20,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/19 18:53,10/17/19 18:54,70.52.180.238,45,R_3fGZfDpU7YM2CNS,"I consent, begin the study",,n/a,,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/19 4:56,10/18/19 5:00,99.247.105.218,241,R_1EckAbBVZoGqRQO,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"b)	25-29",Female,White,n/a,Central West,"$60,000 - $69,999",100,100,100,100,100,90,84,83,80,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/19 8:16,10/18/19 8:22,174.115.82.155,364,R_1jNEiZerIr5LGi1,"I consent, begin the study",,n/a,,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/19 10:58,10/18/19 11:01,170.52.94.206,152,R_22ENnZACffBUohU,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"c)	30-34",Female,White,n/a,West,"$60,000 - $69,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/19 19:57,10/25/19 20:03,142.117.90.154,331,R_1dvuDRIQAGfD098,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"b)	25-29",Female,White,n/a,Central West,prefer not to answer,100,100,100,100,100,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/19 20:53,10/25/19 21:01,162.246.20.58,431,R_XO4di1slBLfUXGV,"I consent, begin the study",BCBA-D,n/a,PhD,n/a,,"e)	40-49",Female,White,n/a,Central East,prefer not to answer,100,100,100,100,100,100,100,80,50,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/19 10:55,10/26/19 10:57,99.236.197.231,110,R_3KW0HUNexWnDwev,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"c)	30-34",Prefer not to answer,White,n/a,Central West,prefer not to answer,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/19 12:28,10/20/19 12:28,139.57.217.80,46,R_2xYwyzp6wHLYAxX,"I consent, begin the study",,n/a,,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/19 17:52,10/20/19 17:55,99.237.223.36,183,R_2TtMZZ8QmnYETNi,"I consent, begin the study",None,n/a,College Diploma: (please indicate specific Diploma),n/a,,"c)	30-34",Female,Filipino,n/a,Central East,prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/19 19:18,10/27/19 19:30,76.68.26.163,731,R_2rjsGBJHtZ3i9g3,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"e)	40-49",Female,White,n/a,Central West,"$80,000 - $89,999",100,100,100,100,100,100,100,100,100,75,60,60,50,50,50,45,43,40,10,10,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/19 19:26,10/28/19 19:33,99.253.225.35,394,R_2QPxrnuqqOEZxva,"I consent, begin the study",Other,Being supervised to become BCBA,Master's,n/a,,"a)	18-24",Female,White,n/a,Central West,"$20,000 - $29,999",100,100,100,80,80,70,,,40,20,9,10,0,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,81,,,,,,,,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,500
10/28/19 21:10,10/28/19 21:18,205.220.192.52,467,R_wNwHW6UUa7NUUr7,"I consent, begin the study",None,n/a,Master's,n/a,,"a)	18-24",Female,White,n/a,West,"$30,000 - $39,999",100,100,100,75,70,,30,20,10,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,100,95,65,,,40,30,15,10,0,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19 19:06,10/23/19 19:07,174.114.206.68,40,R_3stDN35MEaZlHlh,"I consent, begin the study",,n/a,,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/19 9:49,11/6/19 9:53,206.214.240.230,286,R_3PoA38HvRZ8Z7Y5,"I consent, begin the study",BCBA,n/a,Master's,n/a,,"d)	35-39",Female,White,n/a,Central East,"$70,000 - $79,999",100,100,100,100,100,100,71,71,72,73,71,72,72,71,51,,,,,,,,,,,,,18,20,18,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,n/a,,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,n/a,,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,n/a,,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,n/a,,n/a,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
